ID,Village,Pop,Source,State,Locality,X,Y,Remarks
7098,El fakharin,,SIM,Southern Kordofan,Rashad,31.3,12.5667,
7099,El fama,,SIM,Southern Kordofan,Abyei and su,27.7667,10.6667,
7100,El Fanda,El Funda,SIM,Southern Kordofan,Delling,29.4253,12.0355,
7101,El Fangalo,,SIM,Southern Kordofan,Delling,29.9954,11.4177,
7102,El Farshaya,,SIM,Southern Kordofan,Delling,29.654,12.2467,
7103,El fayd,,SIM,Southern Kordofan,Rashad,30.8332,11.7163,
7104,El feid,,SIM,Southern Kordofan,Talodi,31.25,10.45,
7105,El Feid Umm Abdallah,Umm Abdallah,SIM,Southern Kordofan,Rashad,30.8225,11.7336,
7106,El feras,,SIM,Southern Kordofan,Abyei and su,28.1833,9.6,
7107,El Fied,,SIM,Southern Kordofan,Talodi,30.1678,10.4906,
7108,El Fous,,SIM,Southern Kordofan,Delling,29.5563,11.9613,
7109,El fuda,,SIM,Southern Kordofan,Abyei and su,27.65,10.3667,
7110,El Fugara,,SIM,Southern Kordofan,Lagawa,29.2299,11.4127,
7111,El Fula,,SIM,Southern Kordofan,El Salam,28.3406,11.7265,
7112,El Fula,,SIM,Southern Kordofan,Abyei and su,28.3449,10.5793,
7113,El funda,,SIM,Southern Kordofan,Delling,29.4428,11.9314,
7114,El Fungus,,SIM,Southern Kordofan,Kadugli,29.9167,11.0167,
7115,El gamadi,,SIM,Southern Kordofan,Abyei and su,27.9,11.2667,
7116,El Ganaya,,SIM,Southern Kordofan,Delling,29.6183,11.5067,
7117,El Garawd,,SIM,Southern Kordofan,Abu Jubaiyah,31.5477,11.5212,
7118,El Gardaud,Gardood Umm Radami,SIM,Southern Kordofan,Talodi,30.3145,10.4783,
7119,El Gardud el Hamr,,SIM,Southern Kordofan,Talodi,30.8731,10.9538,
7120,El gedeiat,,SIM,Southern Kordofan,Abyei and su,27.85,11.1,
7121,El gennaya,,SIM,Southern Kordofan,Kadugli,29.7,11.2667,
7122,El gerar,,SIM,Southern Kordofan,Abyei and su,27.6333,10.4583,
7123,El Geref,,SIM,Southern Kordofan,Keilak,29.4076,10.7738,
7124,El ghasein,,SIM,Southern Kordofan,Abyei and su,27.9167,11.1333,
7125,El gheibish,,SIM,Southern Kordofan,Talodi,30.65,10.3333,
7126,El giddi,,SIM,Southern Kordofan,Abyei and su,28.1667,10.7167,
7127,El Gifeil,,SIM,Southern Kordofan,Delling,29.9491,11.5176,
7128,El graig,,SIM,Southern Kordofan,Abyei and su,28.5,10.3167,
7129,El gulmaya,,SIM,Southern Kordofan,Keilak,29.4833,10.4667,
7130,El gulmaya,,SIM,Southern Kordofan,Abyei and su,28.7167,9.7333,
7131,El Gunaia,,SIM,Southern Kordofan,Talodi,30.3822,10.6177,
7132,El Hadjz,El Haijiz,SIM,Southern Kordofan,Delling,29.868,12.447,
7133,El hadra,,SIM,Southern Kordofan,Delling,30.0896,11.4338,
7134,El Halayat,,SIM,Southern Kordofan,Delling,29.7624,12.3862,
7135,El halluf,,SIM,Southern Kordofan,Abyei and su,27.7333,10.0167,
7136,El Hamadi,,SIM,Southern Kordofan,Delling,29.9917,12.5977,
7137,El hamal,,SIM,Southern Kordofan,El Salam,27.9333,11.3333,
7138,El Hamra,,SIM,Southern Kordofan,Delling,30.0501,12.4167,
7139,El Harazaia,,SIM,Southern Kordofan,Keilak,29.3376,11.0552,
7140,El Hariga,,SIM,Southern Kordofan,Rashad,31.6717,11.8381,
7141,El Heglig,,SIM,Southern Kordofan,Keilak,29.0382,10.2183,
7142,El Higrat,,SIM,Southern Kordofan,Talodi,30.6578,10.367,
7143,El Himidaia,,SIM,Southern Kordofan,Talodi,30.3619,10.6642,
7144,El Hoi,,SIM,Southern Kordofan,Rashad,31.2571,12.0952,
7145,El hugeilig,,SIM,Southern Kordofan,Abyei and su,27.6,11.1167,
7146,El huweirat,,SIM,Southern Kordofan,Abyei and su,28.2667,10.6167,
7147,El Jimaizaya,El gemmeiza,SIM,Southern Kordofan,Rashad,30.6833,11.7833,
7148,El joghub,,SIM,Southern Kordofan,Talodi,30.7,10.2667,
7149,El Johor,,SIM,Southern Kordofan,Talodi,30.7239,10.3514,
7150,El jowhara,,SIM,Southern Kordofan,Talodi,30.7337,10.3607,
7151,El Kaba,,SIM,Southern Kordofan,Talodi,30.1753,10.4498,
7152,El Karkar,,SIM,Southern Kordofan,Kadugli,30.291,10.8916,
7153,El karkarai,,SIM,Southern Kordofan,Talodi,30.7,10.3667,
7154,El kedada,,SIM,Southern Kordofan,Rashad,31.4667,11.8167,
7155,El kelgaya,,SIM,Southern Kordofan,El Salam,27.95,11.5833,
7156,El Kharasana,,SIM,Southern Kordofan,Keilak,29.2815,10.525,
7157,El kibeibi,,SIM,Southern Kordofan,Abyei and su,28.2,10.0333,
7158,El kidei,,SIM,Southern Kordofan,Abyei and su,29.4,10.0667,
7159,El kokaya,,SIM,Southern Kordofan,Keilak,29.2833,10.55,
7160,El Kouk,El Kook,SIM,Southern Kordofan,Talodi,30.6251,10.8349,
7161,El kur,,SIM,Southern Kordofan,Rashad,30.6667,11.9167,
7162,El Lakhov,,SIM,Southern Kordofan,Kadugli,29.95,11.0667,
7163,El Leira All,,SIM,Southern Kordofan,Kadugli,30.5,11.3333,
7164,El Leira Lau,,SIM,Southern Kordofan,Kadugli,30.5,11.3833,
7165,El Locha,,SIM,Southern Kordofan,Talodi,30.9672,10.9258,
7166,El mahalabi,,SIM,Southern Kordofan,Rashad,31.3333,12.3,
7167,El makhada,,SIM,Southern Kordofan,Talodi,30.8833,10.8333,
7168,El mamsuka,,SIM,Southern Kordofan,El Salam,28.8167,12.3167,
7169,El marafin,,SIM,Southern Kordofan,Abyei and su,29.35,10.0167,
7170,El matla,,SIM,Southern Kordofan,Keilak,28.7667,10.9333,
7171,El medabi,,SIM,Southern Kordofan,Abyei and su,27.6167,10.5333,
7172,El megabi,,SIM,Southern Kordofan,Abyei and su,27.6667,10.9333,
7173,El melemm,,SIM,Southern Kordofan,Abyei and su,28.7467,9.8183,
7174,El meshaqqa,,SIM,Southern Kordofan,Kadugli,30.0667,11.05,
7175,El messin,,SIM,Southern Kordofan,Rashad,31.3333,12.2,
7176,El miallug,,SIM,Southern Kordofan,Abyei and su,28.05,11.0333,
7177,El mugald,,SIM,Southern Kordofan,Lagawa,28.9071,11.0333,
7178,El Muglad,Sitaib,SIM,Southern Kordofan,Abyei and su,27.7525,11.0353,
7179,El mukasser,,SIM,Southern Kordofan,Lagawa,29.2667,12.2667,
7180,El Nabagaya,Nabaqaya,SIM,Southern Kordofan,Talodi,30.7833,10.45,
7181,El Nogra,,SIM,Southern Kordofan,Kadugli,30.0167,10.9333,
7182,El qardud,,SIM,Southern Kordofan,Abu Jubaiyah,31.7,11,
7183,El qardud,,SIM,Southern Kordofan,Talodi,30.5738,10.3632,
7184,El qubba,,SIM,Southern Kordofan,Abyei and su,27.85,11.3167,
7185,El qureidaya el kabba,,SIM,Southern Kordofan,Keilak,29.1667,10.4167,
7186,El Ragifi,Ragivi,SIM,Southern Kordofan,Kadugli,30.2326,10.9928,
7187,El Rahmania,El Rahamania,SIM,Southern Kordofan,Abu Jubaiyah,31.014,11.3591,
7188,El Raqabah,,SIM,Southern Kordofan,Delling,30.3333,11.6667,
7189,El Rebish,,SIM,Southern Kordofan,Kadugli,29.4735,11.1734,
7190,El Reika,Reka,SIM,Southern Kordofan,Kadugli,29.9704,10.7078,
7191,El Rigila,El Rijela,SIM,Southern Kordofan,Talodi,30.8942,10.8257,
7192,El Rut Rut,,SIM,Southern Kordofan,Talodi,30.7181,10.8012,
7193,El Sahal,,SIM,Southern Kordofan,Abu Jubaiyah,31.5933,11.3731,
7194,El Sahal,,SIM,Southern Kordofan,Abu Jubaiyah,31.3549,11.2174,
7195,El Salamat,,SIM,Southern Kordofan,Lagawa,29.2652,12.1937,
7196,El Salamat,,SIM,Southern Kordofan,Talodi,30.2865,10.6065,
7197,El Shaq,,SIM,Southern Kordofan,Talodi,30.7394,10.2911,
7198,El Sirajiya,,SIM,Southern Kordofan,Abu Jubaiyah,32.123,11.4723,
7199,El Solo,,SIM,Southern Kordofan,Kadugli,30,10.5833,
7200,El Subai,,SIM,Southern Kordofan,Delling,29.5812,12.1974,
7201,El Tabldia,Tebeldiya,SIM,Southern Kordofan,Talodi,30.6333,10.3667,
7202,El Tash,,SIM,Southern Kordofan,Kadugli,29.8284,11.2571,
7203,El Treda,,SIM,Southern Kordofan,Talodi,31.0086,10.8823,
7204,El Tukma,,SIM,Southern Kordofan,Delling,29.7503,12.0058,
7205,El udaiyat,,SIM,Southern Kordofan,Abyei and su,27.6167,11.0833,
7206,El udam,,SIM,Southern Kordofan,Abyei and su,28.8333,9.8,
7207,El ufeina,,SIM,Southern Kordofan,Rashad,31.3333,11.7833,
7208,El uheimrat,,SIM,Southern Kordofan,Abyei and su,27.8667,11.3667,
7209,El umda,,SIM,Southern Kordofan,El Salam,28.0333,11.7833,
7210,El uqud,,SIM,Southern Kordofan,Abyei and su,28.0667,10.1833,
7211,El uzayrig,El Uzeing,SIM,Southern Kordofan,Rashad,31.44,11.9651,
7212,El watad,,SIM,Southern Kordofan,Abyei and su,27.725,10.7583,
7213,El widai,Elwedei,SIM,Southern Kordofan,Delling,29.9606,11.5286,
7214,El wiwia,,SIM,Southern Kordofan,Abyei and su,27.8333,11.1667,
7215,El yoi,,SIM,Southern Kordofan,Keilak,29.25,10.4833,
7216,El yoi,,SIM,Southern Kordofan,Talodi,30.3167,10.5,
7217,El Yuou,,SIM,Southern Kordofan,Talodi,30.6297,10.3335,
7218,Elali,,SIM,Southern Kordofan,Kadugli,30.2151,11.2852,
7219,Kofa,Elbati,SIM,Southern Kordofan,Kadugli,30.0761,10.989,
7220,El Dabatna,,SIM,Southern Kordofan,Delling,30.2307,12.0659,
7221,El Kreem Draj,,SIM,Southern Kordofan,Rashad,31.5014,11.9741,
7222,El Okolas,,SIM,Southern Kordofan,Talodi,30.7372,10.1758,
7223,El Shag Alafzar,,SIM,Southern Kordofan,Delling,30.0277,12.3722,
7224,En naam,,SIM,Southern Kordofan,Abyei and su,27.9667,10.35,
7225,En nabaq,,SIM,Southern Kordofan,El Salam,27.8167,11.425,
7226,En nabaq,,SIM,Southern Kordofan,Abyei and su,27.5083,11.3,
7227,En nabaq,,SIM,Southern Kordofan,Abyei and su,27.8333,10.4833,
7228,En nabaqaya,,SIM,Southern Kordofan,Abyei and su,27.4667,11.2833,
7229,En nabbaka,,SIM,Southern Kordofan,Delling,29.9333,12.6,
7230,En neggu,,SIM,Southern Kordofan,Abyei and su,29.15,9.85,
7231,En nimr,,SIM,Southern Kordofan,El Salam,27.9,11.45,
7232,En nimr,,SIM,Southern Kordofan,Abyei and su,28.9667,9.95,
7233,En nuqra,,SIM,Southern Kordofan,Abyei and su,28.1667,10.0667,
7234,En nur,,SIM,Southern Kordofan,El Salam,28.05,11.9667,
7235,En nur musa,,SIM,Southern Kordofan,El Salam,28.05,11.8333,
7236,Er ragaba,,SIM,Southern Kordofan,Delling,30.4,11.6667,
7237,Er raqaba,,SIM,Southern Kordofan,Abyei and su,28.6833,9.95,
7238,Er reig,,SIM,Southern Kordofan,Abyei and su,28.2167,10.65,
7239,Er rus,,SIM,Southern Kordofan,Abyei and su,27.8167,10.6,
7240,Es saart,,SIM,Southern Kordofan,Abyei and su,28.9167,10.05,
7241,El Zelataya,Es silaia,SIM,Southern Kordofan,Kadugli,30.1333,11.2833,
7242,Es suleik,,SIM,Southern Kordofan,Delling,29.8333,12.5833,
7243,Es sumua,,SIM,Southern Kordofan,Abyei and su,27.5667,10.7333,
7244,Es surat,,SIM,Southern Kordofan,Rashad,31.6833,11.9167,
7245,Es surik,,SIM,Southern Kordofan,Abyei and su,28.15,9.8,
7246,Esh shaqq,,SIM,Southern Kordofan,Abu Jubaiyah,31.6167,11.05,
7247,Esh shedidi,,SIM,Southern Kordofan,Abyei and su,27.8833,9.8333,
7248,Essiraira,Es sarrara,SIM,Southern Kordofan,Abu Jubaiyah,31.4,11.7,
7249,Et tebeldiya,,SIM,Southern Kordofan,Abyei and su,27.9,10.5833,
7250,Et tib,,SIM,Southern Kordofan,Abyei and su,27.5833,10.9667,
7251,Et tibbun,,SIM,Southern Kordofan,Abyei and su,27.35,11.3167,
7252,Et timsah,,SIM,Southern Kordofan,Abyei and su,28.1,9.7167,
7253,Et Tomat,,SIM,Southern Kordofan,Keilak,29.1559,10.3077,
7254,Et tukl,,SIM,Southern Kordofan,Abyei and su,27.7333,10.1833,
7255,Fag ash shahwa,,SIM,Southern Kordofan,Kadugli,30.35,10.7833,
7256,Fag el halla,,SIM,Southern Kordofan,Talodi,30.2667,10.65,
7257,Fagai,,SIM,Southern Kordofan,Abyei and su,28.7333,9.8333,
7258,Faj El Nom,,SIM,Southern Kordofan,Abu Jubaiyah,31.9236,11.3427,
7259,Faki hud,,SIM,Southern Kordofan,Lagawa,28.9,12.1,
7260,Fallata,,SIM,Southern Kordofan,Abyei and su,27.4167,11.05,
7261,Fama,,SIM,Southern Kordofan,Abyei and su,28.4326,9.5998,
7262,Fama,,SIM,Southern Kordofan,Kadugli,29.7707,10.6532,
7263,Fangolo,,SIM,Southern Kordofan,Kadugli,29.9094,11.3003,
7264,Farek El Drub,,SIM,Southern Kordofan,Kadugli,29.6126,11.0112,
7265,Fawa kodruke,,SIM,Southern Kordofan,El Salam,28.5333,11.0167,
7266,Fayd at tayr,,SIM,Southern Kordofan,Abu Jubaiyah,30.75,11.55,
7267,Fayu,,SIM,Southern Kordofan,Delling,30.0681,11.7784,
7268,Feid el ghannama,,SIM,Southern Kordofan,Abyei and su,28,10.0167,
7269,Fogara,,SIM,Southern Kordofan,Lagawa,29.3986,11.4275,
7270,Frandala,Farandella,SIM,Southern Kordofan,Kadugli,30.1383,10.6571,
7271,Frundla,,SIM,Southern Kordofan,Talodi,30.6286,10.3522,
7272,Gafanu,,SIM,Southern Kordofan,Lagawa,29.35,12.2833,
7273,Gaghamni,,SIM,Southern Kordofan,El Salam,28.3167,11.6833,
7274,Gaiaya,,SIM,Southern Kordofan,Delling,29.6185,11.6563,
7275,Galdau,,SIM,Southern Kordofan,Abyei and su,28.4319,9.6512,
7276,Gallar,,SIM,Southern Kordofan,Abyei and su,28.4095,9.6732,
7277,Ganga / Abatok,,SIM,Southern Kordofan,Abyei and su,28.6537,9.3705,
7278,Ganiaya,,SIM,Southern Kordofan,Delling,30.1731,11.6362,
7279,Gardood Ayad,,SIM,Southern Kordofan,Talodi,30.2892,10.4901,
7280,Gardud Turro,,SIM,Southern Kordofan,Talodi,31.0141,10.7408,
7281,Gatasna,,SIM,Southern Kordofan,Keilak,29.3177,10.3003,
7282,Gawadalia,,SIM,Southern Kordofan,Abu Jubaiyah,31.867,11.0141,
7283,Gedid,,SIM,Southern Kordofan,Abyei and su,29.3955,10.0043,
7284,Gedihat,,SIM,Southern Kordofan,Rashad,31.4833,11.9833,
7285,Gedir,Gadir,SIM,Southern Kordofan,Talodi,31.1295,10.8359,
7286,Ghabush,,SIM,Southern Kordofan,Abyei and su,27.9333,9.95,
7287,Ghara,,SIM,Southern Kordofan,Abyei and su,28.5333,10.5333,
7288,Gharama,,SIM,Southern Kordofan,Lagawa,28.9833,11.5167,
7289,Gharig,,SIM,Southern Kordofan,Abyei and su,27.5463,10.7831,
7290,Gidel,,SIM,Southern Kordofan,Kadugli,30.6454,11.1136,
7291,Girada,,SIM,Southern Kordofan,Talodi,31.117,10.9282,
7292,Girat,,SIM,Southern Kordofan,Talodi,30.4,10.05,
7293,Goghana,,SIM,Southern Kordofan,Kadugli,29.9051,11.3488,
7294,Gohur,,SIM,Southern Kordofan,Talodi,30.7333,10.3667,
7295,Gok Amin,,SIM,Southern Kordofan,Abyei and su,28.4306,9.64,
7296,Gok Athoi,,SIM,Southern Kordofan,Abyei and su,28.4811,9.375,
7297,Golae / Langar,,SIM,Southern Kordofan,Abyei and su,28.4756,9.3798,
7298,Gong limok,,SIM,Southern Kordofan,Abyei and su,28.4694,9.5472,
7299,Gongmobil,,SIM,Southern Kordofan,Abyei and su,28.639,9.365,
7300,Gongobil,,SIM,Southern Kordofan,Abyei and su,28.4417,9.4522,
7301,Gop Acuil Wien,,SIM,Southern Kordofan,Abyei and su,28.6553,9.3957,
7302,Goram,,SIM,Southern Kordofan,Abyei and su,28.5333,10.4167,
7303,Goss Hamdan,,SIM,Southern Kordofan,Talodi,30.3965,10.676,
7304,Gubawi,,SIM,Southern Kordofan,Keilak,29.55,10.55,
7305,Gughan,,SIM,Southern Kordofan,Talodi,30.7685,9.8526,
7306,Gughani,,SIM,Southern Kordofan,Abyei and su,27.9333,10.3167,
7307,Gukgarang,,SIM,Southern Kordofan,Abyei and su,28.4622,9.4853,
7308,Guklanlual,,SIM,Southern Kordofan,Abyei and su,28.4128,9.46,
7309,Gumamo,,SIM,Southern Kordofan,Abyei and su,28.5139,9.5133,
7310,Gumriak 2,,SIM,Southern Kordofan,Abyei and su,29.275,9.8768,
7311,Gungawi bridge,,SIM,Southern Kordofan,Abyei and su,28.35,9.7833,
7312,Habbania,,SIM,Southern Kordofan,Rashad,31.1333,12.6,
7313,Habila,,SIM,Southern Kordofan,Delling,30.0358,11.9414,
7314,Habis al humar,,SIM,Southern Kordofan,Talodi,31.2167,10.9667,
7315,Hadjerid Djawad,Hajar El Jawat,SIM,Southern Kordofan,Delling,29.6769,11.9133,
7316,Hafir El Feid,,SIM,Southern Kordofan,Talodi,31.2322,10.4573,
7317,Hagar el abyad,,SIM,Southern Kordofan,Rashad,31.5667,11.8667,
7318,Hagar el Tair,,SIM,Southern Kordofan,Lagawa,29.2475,11.5298,
7319,Hajar,Ajarbago,SIM,Southern Kordofan,Kadugli,30.5715,11.3333,
7320,Idd el azraq,,SIM,Southern Kordofan,Keilak,29.8188,10.5096,
7321,Idd el halluf,,SIM,Southern Kordofan,Abu Jubaiyah,32.131,10.8073,
7322,El Koaik,Idd el kueik,SIM,Southern Kordofan,Kadugli,29.6833,11.3333,
7323,Idd masturaya,,SIM,Southern Kordofan,Lagawa,29.2167,11.65,
7324,Idd mirtemshi,,SIM,Southern Kordofan,Lagawa,29.1333,11.4833,
7325,Idd murad,,SIM,Southern Kordofan,Rashad,31.4,12.55,
7326,Idd muwaylih,,SIM,Southern Kordofan,Rashad,31.3167,12.2833,
7327,Idd nosr,,SIM,Southern Kordofan,Lagawa,29.45,11.3667,
7328,Idd nyumnyumkeh,,SIM,Southern Kordofan,Lagawa,29.2,11.4333,
7329,Idd shaqawa,,SIM,Southern Kordofan,Lagawa,29.2833,11.5833,
7330,Idd tembo,,SIM,Southern Kordofan,Lagawa,29.1167,11.2,
7331,Idelu,,SIM,Southern Kordofan,Abu Jubaiyah,31.3667,11.2667,
7332,Idlim,,SIM,Southern Kordofan,Abyei and su,27.6,10.65,
7333,Irio,,SIM,Southern Kordofan,Talodi,30.7456,10.9295,
7334,Iskut,Askut,SIM,Southern Kordofan,Abu Jubaiyah,31.5496,10.6023,
7335,Jabrin,,SIM,Southern Kordofan,Delling,30.2561,12.1553,
7336,Jadidah,,SIM,Southern Kordofan,Lagawa,29.1,11.6167,
7337,Jangaro,,SIM,Southern Kordofan,Lagawa,29.3273,11.2338,
7338,Jegeiba,,SIM,Southern Kordofan,Talodi,30.8605,10.9895,
7339,Jirban,,SIM,Southern Kordofan,Kadugli,30.6,11.05,
7340,Jogha,,SIM,Southern Kordofan,Abyei and su,27.65,10.9167,
7341,Joghba,Jukba,SIM,Southern Kordofan,Lagawa,29.0556,12.135,
7342,Jokba,,SIM,Southern Kordofan,Talodi,30.85,10.9833,
7343,Jubayl,,SIM,Southern Kordofan,Talodi,30.7667,10.2,
7344,Jubaylat,,SIM,Southern Kordofan,Abu Jubaiyah,31.4167,11.5,
7345,Jubaylat,Jibeilat,SIM,Southern Kordofan,Talodi,30.9667,10.9167,
7346,Judayd,Jidaid,SIM,Southern Kordofan,Abu Jubaiyah,31.7333,10.9833,
7347,Jul Jok,,SIM,Southern Kordofan,Abyei and su,28.6936,9.4053,
7348,Julia,,SIM,Southern Kordofan,Rashad,31.2167,12.1333,
7349,Julud Basha,,SIM,Southern Kordofan,Delling,29.5363,11.6609,
7350,Julud-menderi,,SIM,Southern Kordofan,Delling,29.4721,11.6894,
7351,Kabai,,SIM,Southern Kordofan,Rashad,31.6167,11.9167,
7352,Kabaik,,SIM,Southern Kordofan,Abyei and su,29.1364,9.7583,
7353,Kabaik,,SIM,Southern Kordofan,Abyei and su,29.1356,9.7569,
7354,Kabara,,SIM,Southern Kordofan,Rashad,31.0333,11.6667,
7355,Kabaya,,SIM,Southern Kordofan,Delling,29.6913,11.598,
7356,Kabba,,SIM,Southern Kordofan,Keilak,29.3,10.9667,
7357,Kabila,GULFAN MORUNG,SIM,Southern Kordofan,Delling,29.5258,11.8107,
7358,Kabus,,SIM,Southern Kordofan,Rashad,31.2405,11.7347,
7359,Kadangor,,SIM,Southern Kordofan,Keilak,29.4167,10.75,
7360,Kadilibong,,SIM,Southern Kordofan,Delling,29.5,11.95,
7361,Kadodo,,SIM,Southern Kordofan,Kadugli,29.5167,11.0667,
7362,Kadugli,,SIM,Southern Kordofan,Kadugli,29.7294,11.0142,
7363,Kafeir,Kafair,SIM,Southern Kordofan,Delling,30.3016,12.1808,
7364,Kajjam,,SIM,Southern Kordofan,Abyei and su,28.25,9.9667,
7365,Kalacha,,SIM,Southern Kordofan,Talodi,30.9333,10.9333,
7366,Kalando,,SIM,Southern Kordofan,Kadugli,30.05,10.6667,
7367,Kalara,,SIM,Southern Kordofan,Delling,29.466,11.9615,
7368,Kalkadda,,SIM,Southern Kordofan,Kadugli,30.5758,11.0296,
7369,Kallo ghubsh,,SIM,Southern Kordofan,Kadugli,30.6,11.3167,
7370,Kaloqi,,SIM,Southern Kordofan,Talodi,30.8833,10.9,
7371,Kamari,,SIM,Southern Kordofan,Delling,29.586,11.7533,
7372,Kamrogia,,SIM,Southern Kordofan,Rashad,31.2667,12.05,
7373,Kamsura,,SIM,Southern Kordofan,Rashad,31.1833,12.35,
7374,Kanyuro,,SIM,Southern Kordofan,Kadugli,30.65,11.1,
7375,Kapu-urnur,,SIM,Southern Kordofan,Abyei and su,28.6989,9.4482,
7376,Karabara,,SIM,Southern Kordofan,Talodi,30.8963,11.055,
7377,Kardabsa,,SIM,Southern Kordofan,Abyei and su,28.0833,9.7833,
7378,Karib,,SIM,Southern Kordofan,Kadugli,30.2167,11.0333,
7379,Karkaia,Karkaraya,SIM,Southern Kordofan,Kadugli,30.1353,11.0211,
7380,Karkar,,SIM,Southern Kordofan,Kadugli,30.3483,10.9047,
7381,Karkarava,,SIM,Southern Kordofan,Delling,29.6683,11.9711,
7382,Karkaraya,,SIM,Southern Kordofan,Delling,29.586,11.7048,
7383,Karkaria,Karkaray,SIM,Southern Kordofan,Kadugli,30.0265,11.1525,
7384,Karling,,SIM,Southern Kordofan,Rashad,30.9,12.3,
7385,Karnak,,SIM,Southern Kordofan,Rashad,31.5333,12.05,
7386,Karnang,Bombori,SIM,Southern Kordofan,Delling,29.3,11.7667,
7387,Karr Allei,,SIM,Southern Kordofan,Abyei and su,28.7013,9.4005,
7388,Karr Mannyuar,,SIM,Southern Kordofan,Abyei and su,28.7061,9.411,
7389,Katala,Katla,SIM,Southern Kordofan,Delling,29.3117,11.7491,
7390,Kato,,SIM,Southern Kordofan,Kadugli,30.5,11.3167,
7391,El Kattan,Kattang,SIM,Southern Kordofan,Delling,29.8631,11.6933,
7392,Kau,,SIM,Southern Kordofan,Abu Jubaiyah,31.4983,10.6147,
7393,Kauda,,SIM,Southern Kordofan,Kadugli,30.5109,11.084,
7394,Kawahla,,SIM,Southern Kordofan,Rashad,31.6667,12.1167,
7395,Kawnyaro,,SIM,Southern Kordofan,Talodi,31.0715,11.0396,
7396,Kaylan,Kailan,SIM,Southern Kordofan,Rashad,31.6833,11.9333,
7397,Kazangane,,SIM,Southern Kordofan,Lagawa,29.1,11.4167,
7398,Kega,,SIM,Southern Kordofan,Delling,29.6996,11.4678,
7399,Kega timero,,SIM,Southern Kordofan,Kadugli,29.7499,11.3665,
7400,Keilak,Keilak El Buhaira,SIM,Southern Kordofan,Keilak,29.3519,10.832,
7401,Keilak lake,,SIM,Southern Kordofan,Keilak,29.363,10.843,
7402,Kelabna,,SIM,Southern Kordofan,Abyei and su,27.7167,11.15,
7403,Kelagi Abu Uruf,,SIM,Southern Kordofan,Keilak,29.358,10.4025,
7404,Kelagi en nabaq,,SIM,Southern Kordofan,Keilak,29.05,10.2167,
7405,Kelgai el himlan,,SIM,Southern Kordofan,Keilak,29.2167,10.3667,
7406,Kelgai el irq,,SIM,Southern Kordofan,Abyei and su,28.7667,10.25,
7407,Kenana,,SIM,Southern Kordofan,Lagawa,29.0833,12.3833,
7408,Kenana,,SIM,Southern Kordofan,Delling,29.8529,12.6183,
7409,Khamkhom,,SIM,Southern Kordofan,Keilak,29.3281,10.5109,
7410,Khash khashaia,,SIM,Southern Kordofan,Talodi,30.6333,10.3167,
7411,Khummi,,SIM,Southern Kordofan,Delling,29.9616,12.3783,
7412,Kichama,,SIM,Southern Kordofan,Kadugli,30.5334,11.1332,
7413,Kiddu,,SIM,Southern Kordofan,Delling,29.3333,11.7833,
7414,Kigeira al idd,,SIM,Southern Kordofan,Abyei and su,28.05,11.1833,
7415,Kiir Wunchuei Abi,,SIM,Southern Kordofan,Abyei and su,28.4377,9.4699,
7416,Kimli,,SIM,Southern Kordofan,Delling,30.4167,11.5333,
7417,Kinisa,,SIM,Southern Kordofan,Abyei and su,28.0836,9.9137,
7418,Kirchama,,SIM,Southern Kordofan,Kadugli,30.2359,11.1699,
7419,Kirkir,,SIM,Southern Kordofan,Lagawa,29.1167,11.6333,
7420,Kirkir,,SIM,Southern Kordofan,Keilak,29.3,10.6167,
7421,Kitra,,SIM,Southern Kordofan,Abu Jubaiyah,31.4333,11.4667,
7422,Kitra,,SIM,Southern Kordofan,Rashad,31.2667,12.3667,
7423,Kodi,,SIM,Southern Kordofan,Kadugli,30.5333,11.05,
7424,Kofa,,SIM,Southern Kordofan,Kadugli,29.4558,10.9861,
7425,Kofa Garbija,,SIM,Southern Kordofan,Kadugli,29.4557,10.9863,
7426,Kokai,,SIM,Southern Kordofan,Talodi,30.65,10.35,
7427,Kokaya,,SIM,Southern Kordofan,Delling,30.4167,11.9167,
7428,Koki,,SIM,Southern Kordofan,Abyei and su,28,10.1167,
7429,Kol Adet Acueng,,SIM,Southern Kordofan,Abyei and su,28.3954,9.6929,
7430,Kol ajak,Low,SIM,Southern Kordofan,Abyei and su,28.6,9.55,
7431,Koladet,,SIM,Southern Kordofan,Abyei and su,28.1167,9.75,
7432,Kolading,,SIM,Southern Kordofan,Abyei and su,28.0833,9.8833,
7433,Koler,,SIM,Southern Kordofan,Delling,29.3895,11.7533,
7434,Kilora,,SIM,Southern Kordofan,Rashad,30.9488,11.7836,
7435,Kologi,,SIM,Southern Kordofan,Talodi,30.9811,10.8606,
7436,Kujuria,Koloria,SIM,Southern Kordofan,Delling,29.3628,12.0115,
7437,Kolulu,,SIM,Southern Kordofan,Kadugli,29.8052,10.8342,
7438,Komo,,SIM,Southern Kordofan,Kadugli,30.5077,11.2688,
7439,Kook,,SIM,Southern Kordofan,Delling,29.5114,11.907,
7440,Koono Ngadi,,SIM,Southern Kordofan,Kadugli,29.4833,11.2333,
7441,Korioch,,SIM,Southern Kordofan,Abyei and su,28.4791,9.6607,
7442,Koromoti,Kurmuti,SIM,Southern Kordofan,Delling,29.5404,11.9979,
7443,Korongo,,SIM,Southern Kordofan,Kadugli,29.6164,10.8833,
