ID,Village,Pop,Source,State,Locality,X,Y,Remarks
7444,Kororak,,SIM,Southern Kordofan,Kadugli,30.1667,10.8167,
7445,Korshalli,,SIM,Southern Kordofan,Lagawa,29.2266,11.5838,
7446,Kortala,,SIM,Southern Kordofan,Delling,30.3,12.0833,
7447,Kowara,,SIM,Southern Kordofan,Delling,29.55,11.6333,
7448,Koya,,SIM,Southern Kordofan,Kadugli,29.6102,11.0326,
7449,Kuarday,,SIM,Southern Kordofan,Kadugli,30.4833,11.0333,
7450,Kuartal,,SIM,Southern Kordofan,Kadugli,30.5,11.1,
7451,Kubang,Kobang,SIM,Southern Kordofan,Kadugli,30.4528,11.2547,
7452,Kubchi,,SIM,Southern Kordofan,Keilak,29.061,10.9045,
7453,Kudaydah,,SIM,Southern Kordofan,Lagawa,28.9333,11.6,
7454,Kudba,,SIM,Southern Kordofan,Delling,30.5333,11.8333,
7455,Kudru,,SIM,Southern Kordofan,Kadugli,29.5852,10.9777,
7456,Kudur,,SIM,Southern Kordofan,Delling,29.6301,12.161,
7457,Kuhliyat,,SIM,Southern Kordofan,Kadugli,29.6333,11.0333,
7458,Kujor,,SIM,Southern Kordofan,Kadugli,30.5073,11.1233,
7459,Kujur,,SIM,Southern Kordofan,Lagawa,29.0833,11.6167,
7460,Kujurya,,SIM,Southern Kordofan,Delling,29.3567,11.8472,
7461,Kulbaba,,SIM,Southern Kordofan,Keilak,29.3333,10.6833,
7462,Kuli,,SIM,Southern Kordofan,Delling,29.7167,11.6,
7463,Kuling kulun,,SIM,Southern Kordofan,Rashad,31.4333,12.45,
7464,Kulkulai,,SIM,Southern Kordofan,Talodi,30.5667,10.8167,
7465,Kullu,,SIM,Southern Kordofan,Delling,29.2865,11.7384,
7466,Kulonong,,SIM,Southern Kordofan,Kadugli,30.4833,11.0833,
7467,Kulshabi,,SIM,Southern Kordofan,Keilak,28.6667,11,
7468,Kumbar,,SIM,Southern Kordofan,Delling,30.2787,12.069,
7469,Kumo,Kumu,SIM,Southern Kordofan,Kadugli,30.6116,11.0879,
7470,Kundukr,,SIM,Southern Kordofan,Lagawa,29.3831,12.086,
7471,Kurbag,,SIM,Southern Kordofan,Delling,29.35,11.75,
7472,Kurci,,SIM,Southern Kordofan,Kadugli,30.0974,10.935,
7473,Kureq,,SIM,Southern Kordofan,Delling,29.5441,12.1077,
7474,Kurgol,,SIM,Southern Kordofan,Delling,29.7637,11.6884,
7475,Kurkurra,,SIM,Southern Kordofan,Delling,29.818,12.346,
7476,Kurru,,SIM,Southern Kordofan,Abyei and su,28.0167,10.5833,
7477,Kursi,,SIM,Southern Kordofan,Kadugli,29.5127,10.929,
7478,Kusli,Qos Kusli,SIM,Southern Kordofan,Keilak,29.1167,10.8667,
7479,Kusli,,SIM,Southern Kordofan,Keilak,28.8852,11.0015,
7480,Kuthakou,,SIM,Southern Kordofan,Abyei and su,28.6742,9.3977,
7481,Kutna,,SIM,Southern Kordofan,El Salam,28.7833,11.85,
7482,Kuturi,,SIM,Southern Kordofan,Rashad,31.3333,12.1667,
7483,Kuways,,SIM,Southern Kordofan,Lagawa,29.0667,11.3,
7484,Kuwayz,,SIM,Southern Kordofan,Abyei and su,27.5,10.9,
7485,Kwaga,,SIM,Southern Kordofan,Talodi,30.9333,10.95,
7486,Ladjuk,,SIM,Southern Kordofan,Kadugli,29.7565,11.0538,
7487,Lado,,SIM,Southern Kordofan,Kadugli,30.1573,10.6333,
7488,Lagawa,,SIM,Southern Kordofan,Lagawa,29.1373,11.4052,
7489,Lagori,Umm Barace,SIM,Southern Kordofan,Kadugli,29.8116,11.0964,
7490,Laiyuna,,SIM,Southern Kordofan,Delling,30.25,12.3167,
7491,Lake jau,,SIM,Southern Kordofan,Talodi,29.9833,10.3,
7492,Laru,,SIM,Southern Kordofan,Kadugli,30.5144,11.3308,
7493,Lau lau,,SIM,Southern Kordofan,Rashad,31.2,11.9,
7494,Lilgut,,SIM,Southern Kordofan,Abyei and su,27.8167,9.85,
7495,Limun,Limon,SIM,Southern Kordofan,Kadugli,30.2748,10.9073,
7496,Locholu,,SIM,Southern Kordofan,Kadugli,30.505,11.1548,
7497,Lokoia,,SIM,Southern Kordofan,Talodi,30.75,10.1667,
7498,Umm Dehelib,Longan,SIM,Southern Kordofan,Talodi,30.95,10.95,
7499,Lono,Luono,SIM,Southern Kordofan,Talodi,30.8,10.1833,
7500,Lort,,SIM,Southern Kordofan,Abyei and su,28.3,9.35,
7501,Low,,SIM,Southern Kordofan,Abyei and su,28.6311,9.385,
7502,Luba,,SIM,Southern Kordofan,Kadugli,29.4833,11.05,
7503,El Ubana,Laban,SIM,Southern Kordofan,Rashad,31.0866,12.3971,
7504,Lubo,El Labo,SIM,Southern Kordofan,Kadugli,30.0375,10.9027,
7505,Luembu,Lambo,SIM,Southern Kordofan,Lagawa,29.2191,11.5912,
7506,Luffong,,SIM,Southern Kordofan,Abyei and su,28.3333,9.5,
7507,Lugi,,SIM,Southern Kordofan,Kadugli,30.2655,10.9189,
7508,Lukji,,SIM,Southern Kordofan,Abyei and su,28.4341,9.696,
7509,Lunga,,SIM,Southern Kordofan,Delling,30.45,11.7167,
7510,Nyingeir,Lunga,SIM,Southern Kordofan,Delling,30.4167,11.6667,
7511,Luwaybid,,SIM,Southern Kordofan,El Salam,28.0667,11.3,
7512,Luyunah,,SIM,Southern Kordofan,Lagawa,28.9262,11.5761,
7513,Lwere,Lourere,SIM,Southern Kordofan,Kadugli,30.5174,11.0901,
7514,Maad al hijar,,SIM,Southern Kordofan,Rashad,30.65,11.9333,
7515,Maada el ghanam,,SIM,Southern Kordofan,Abyei and su,28.05,11.15,
7516,Mabeig,,SIM,Southern Kordofan,Abyei and su,28.569,9.5665,
7517,Mabior,,SIM,Southern Kordofan,Abyei and su,28.689,9.3988,
7518,Mabok,,SIM,Southern Kordofan,Abyei and su,28.5425,9.4864,
7519,Mabsut,,SIM,Southern Kordofan,Rashad,31,12.2833,
7520,Akec Nyal,,SIM,Southern Kordofan,Abyei and su,28.4647,9.4932,
7521,Madress,,SIM,Southern Kordofan,Delling,30.1745,11.6838,
7522,Madul,,SIM,Southern Kordofan,Abyei and su,28.3833,9.4,
7523,Madul,,SIM,Southern Kordofan,Abyei and su,28.6029,9.5767,
7524,Mafluh,Mafaloa,SIM,Southern Kordofan,Talodi,30.3825,10.7243,
7525,Mafolo,,SIM,Southern Kordofan,Talodi,30.5252,10.8177,
7526,Magar,,SIM,Southern Kordofan,Abyei and su,28.5281,9.5072,
7527,Magarin,,SIM,Southern Kordofan,Abu Jubaiyah,31.6,10.8667,
7528,Maghani,,SIM,Southern Kordofan,Abu Jubaiyah,31.6167,10.9667,
7529,Magolin,,SIM,Southern Kordofan,Rashad,30.7495,12.1501,
7530,Mahafir,,SIM,Southern Kordofan,Abyei and su,29.1667,9.9167,
7531,Mahi,,SIM,Southern Kordofan,Abyei and su,28.2667,10.6833,
7532,Majak,,SIM,Southern Kordofan,Abyei and su,28.5434,9.6081,
7533,Majok Lou,,SIM,Southern Kordofan,Abyei and su,28.6006,9.4467,
7534,Makeir Abior,,SIM,Southern Kordofan,Abyei and su,28.4971,9.4907,
7535,Malahiya,,SIM,Southern Kordofan,Delling,29.6314,12.0679,
7536,Malual,,SIM,Southern Kordofan,Abyei and su,28.5311,9.6264,
7537,Malual Aleu,,SIM,Southern Kordofan,Abyei and su,28.4267,9.7066,
7538,Managir,,SIM,Southern Kordofan,Rashad,31.75,11.9167,
7539,Manago,,SIM,Southern Kordofan,Delling,29.7382,12.4414,
7540,Mandal,,SIM,Southern Kordofan,Delling,29.4905,12.1111,
7541,Mandi,,SIM,Southern Kordofan,Talodi,30.4533,10.8125,
7542,Mandi,,SIM,Southern Kordofan,Kadugli,30.5051,10.8897,
7543,Mandur,,SIM,Southern Kordofan,Kadugli,30.4833,11.2667,
7544,Akur Riang/Abu Nafisa,Manyang,SIM,Southern Kordofan,Abyei and su,28.493,9.3668,
7545,Marbutah,,SIM,Southern Kordofan,El Salam,28.858,12.2612,
7546,Mardis,,SIM,Southern Kordofan,Rashad,30.7563,11.684,
7547,Mariama Thaniya,,SIM,Southern Kordofan,Lagawa,29.2207,11.6345,
7548,Marmar,Murmur,SIM,Southern Kordofan,Keilak,29.1666,10.9216,
7549,El Masakin tual,Masakin tiwal,SIM,Southern Kordofan,Kadugli,29.9667,10.75,
7550,Masbaq al kharif,,SIM,Southern Kordofan,Talodi,30.55,10.6667,
7551,Mashaish,,SIM,Southern Kordofan,Kadugli,29.374,11.0909,
7552,Mashisha,,SIM,Southern Kordofan,Kadugli,30.0667,11.2,
7553,Mashishah,,SIM,Southern Kordofan,Delling,29.9667,12.4167,
7554,Masligan,,SIM,Southern Kordofan,Delling,29.7398,11.5717,
7555,Massa,,SIM,Southern Kordofan,Kadugli,29.4667,10.9833,
7556,Matikh,,SIM,Southern Kordofan,Kadugli,30.0333,11.0333,
7557,Maya,,SIM,Southern Kordofan,El Salam,28.7833,12.05,
7558,Mayak adhulik,,SIM,Southern Kordofan,Abyei and su,28.5809,9.5145,
7559,Mayat ad dubaybah,,SIM,Southern Kordofan,Abu Jubaiyah,31.5167,10.9833,
7560,Mayawaral al hijlij,,SIM,Southern Kordofan,Delling,29.95,11.5683,
7561,Mayda,Maida,SIM,Southern Kordofan,Delling,29.6167,11.5583,
7562,Mayom,,SIM,Southern Kordofan,Abyei and su,28.5033,9.6299,
7563,Mazahir,,SIM,Southern Kordofan,Abyei and su,28.4336,9.5578,
7564,Mazrub,,SIM,Southern Kordofan,Abyei and su,28.1167,10.6167,
7565,Meiram,El meiram,SIM,Southern Kordofan,El Salam,28.3294,11.7192,
7566,Mejak Deng Kaya,,SIM,Southern Kordofan,Abyei and su,28.6095,9.4795,
7567,Mekeines,,SIM,Southern Kordofan,Keilak,29.103,10.2628,
7568,Melemm El Khor,Melemm el kar,SIM,Southern Kordofan,Abu Jubaiyah,31.1833,11.5,
7569,Mellem ed daleibi,,SIM,Southern Kordofan,Abyei and su,29.25,9.7667,
7570,Meriam,,SIM,Southern Kordofan,Talodi,30.7082,10.1417,
7571,Mesiriya,,SIM,Southern Kordofan,Lagawa,29.25,11.5,
7572,Migirr,,SIM,Southern Kordofan,Abyei and su,28.4331,9.5283,
7573,Milh,,SIM,Southern Kordofan,Delling,30.0333,12.4833,
7574,Mirawi,,SIM,Southern Kordofan,Kadugli,30.2964,10.8943,
7575,Miri bara,Meri Bara,SIM,Southern Kordofan,Kadugli,29.5833,11.0648,
7576,Miri hills,,SIM,Southern Kordofan,Kadugli,29.5833,10.95,
7577,Miri juwa,,SIM,Southern Kordofan,Kadugli,29.5062,11.0205,
7578,Kolyieth / Luki,Mirok,SIM,Southern Kordofan,Abyei and su,28.3788,9.7301,
7579,Misseria,,SIM,Southern Kordofan,Kadugli,30.2033,10.6391,
7580,Miwan,,SIM,Southern Kordofan,Abu Jubaiyah,31.15,11.5,
7581,Miyan Korr,,SIM,Southern Kordofan,Abyei and su,28.4083,9.6572,
7582,Miykol,,SIM,Southern Kordofan,Abyei and su,28.4284,9.6817,
7583,Miyom Akuei,,SIM,Southern Kordofan,Abyei and su,28.4197,9.542,
7584,Mogolil,,SIM,Southern Kordofan,Talodi,30.9832,10.9171,
7585,Mohela,,SIM,Southern Kordofan,Talodi,30.7814,10.9295,
7586,Mokwei,,SIM,Southern Kordofan,Abyei and su,28.5689,9.4696,
7587,Moro hills,,SIM,Southern Kordofan,Kadugli,30.1333,10.8833,
7588,Mridan,,SIM,Southern Kordofan,Talodi,30.6001,10.3802,
7589,Muglad,,SIM,Southern Kordofan,El Salam,28.4368,11.0333,
7590,Muglad,,SIM,Southern Kordofan,Delling,29.6564,12.0475,
7591,Mulmul,,SIM,Southern Kordofan,Abyei and su,28.4219,9.5505,
7592,Muqaddimah,,SIM,Southern Kordofan,Abyei and su,27.5333,10.8,
7593,Mushayfat,,SIM,Southern Kordofan,Rashad,31.7333,11.9667,
7594,Mutamerre,,SIM,Southern Kordofan,Rashad,30.9167,11.6833,
7595,Myordol,,SIM,Southern Kordofan,Abyei and su,28.6801,9.5198,
7596,Naam,,SIM,Southern Kordofan,Abyei and su,28.65,10.3333,
7597,Nabaqat as sirdar,,SIM,Southern Kordofan,Talodi,30.75,9.9167,
7598,Nabek,,SIM,Southern Kordofan,Abyei and su,28.6968,10.2971,
7599,Nainai,,SIM,Southern Kordofan,Abyei and su,28.4195,9.5452,
7600,Nainaya,,SIM,Southern Kordofan,Abyei and su,28.4474,9.613,
7601,Namang,,SIM,Southern Kordofan,Delling,29.8657,11.8031,
7602,Nasir & Salam,,SIM,Southern Kordofan,Abyei and su,28.4244,9.5378,
7603,Nganguri,,SIM,Southern Kordofan,Kadugli,30.3167,10.7833,
7604,Ngelhum,,SIM,Southern Kordofan,Keilak,29.75,10.4,
7605,N'gok,,SIM,Southern Kordofan,Abyei and su,28.75,9.75,
7606,Niaro,,SIM,Southern Kordofan,Abu Jubaiyah,31.5096,10.6377,
7607,Nila suleiman,,SIM,Southern Kordofan,Rashad,31.1667,11.7,
7608,Nimaya,,SIM,Southern Kordofan,Abu Jubaiyah,31.2256,11.3583,
7609,Nimir Nimsha,,SIM,Southern Kordofan,Lagawa,29.2018,11.4612,
7610,Nimir shago,,SIM,Southern Kordofan,Lagawa,29.1733,11.4847,
7611,Nitil,Nital,SIM,Southern Kordofan,Delling,29.5617,12.0005,
7612,Nokjur,,SIM,Southern Kordofan,Abyei and su,28.486,9.5978,
7613,Nomaja,,SIM,Southern Kordofan,Kadugli,30.2909,10.8434,
7614,Nora,,SIM,Southern Kordofan,Abyei and su,28.4126,9.7235,
7615,Nuba,,SIM,Southern Kordofan,El Salam,28.4167,11.0348,
7616,Nuba,,SIM,Southern Kordofan,Kadugli,30.75,11.35,
7617,Nugar,,SIM,Southern Kordofan,Abyei and su,28.45,9.8,
7618,Nyagong,,SIM,Southern Kordofan,Abyei and su,28.6196,9.4349,
7619,Nyak,,SIM,Southern Kordofan,Abyei and su,29.1167,9.9,
7620,Nyakma,Nacoma,SIM,Southern Kordofan,Kadugli,30.5333,11.4167,
7621,Nyama,,SIM,Southern Kordofan,Abyei and su,27.6871,10.1462,
7622,Nyima,,SIM,Southern Kordofan,Delling,29.4667,11.9667,
7623,Nyima hills,,SIM,Southern Kordofan,Delling,29.5,11.9667,
7624,Nyin Awaar,Nyan Khorr,SIM,Southern Kordofan,Abyei and su,28.4333,9.6661,
7625,Agany Acueng,Nyin Kwach,SIM,Southern Kordofan,Abyei and su,28.4508,9.5321,
7626,Nyinchor,Nyendachuar,SIM,Southern Kordofan,Abyei and su,28.3925,10.0374,
7627,Nyingir,,SIM,Southern Kordofan,Delling,30.3894,11.6148,
7628,Nyinjoh,,SIM,Southern Kordofan,Abyei and su,28.5953,9.6673,
7629,Kolom,Nyok Reng,SIM,Southern Kordofan,Abyei and su,28.4255,9.6754,
7630,Nyukr,,SIM,Southern Kordofan,Rashad,31.2333,12.3,
7631,Oach,,SIM,Southern Kordofan,Abyei and su,28.3938,9.7151,
7632,Oddaiya,,SIM,Southern Kordofan,Delling,30.0333,12.45,
7633,Old Hammadi,,SIM,Southern Kordofan,Delling,29.9833,12.6833,
7634,Omuri,,SIM,Southern Kordofan,Kadugli,30.6333,11.0167,
7635,Oriny,,SIM,Southern Kordofan,Talodi,30.775,9.8815,
7636,Otoro hills,,SIM,Southern Kordofan,Kadugli,30.4667,11.1,
7637,Oudi,,SIM,Southern Kordofan,Kadugli,30.5,11.3833,
7638,Paamun,,SIM,Southern Kordofan,Abyei and su,28.471,9.5905,
7639,Pachuai,,SIM,Southern Kordofan,Abyei and su,28.5663,10.0667,
7640,Pagol,,SIM,Southern Kordofan,Abyei and su,29.267,10.0248,
7641,Pan Dheel,,SIM,Southern Kordofan,Abyei and su,28.4264,9.5855,
7642,Pandal,,SIM,Southern Kordofan,Abyei and su,28.5739,10.3204,
7643,Pariang,,SIM,Southern Kordofan,Abyei and su,28.8067,10.0667,
7644,Perenyang,,SIM,Southern Kordofan,Talodi,30.4716,10.0428,
7645,Bar Ajak/Timsaha,Piuk,SIM,Southern Kordofan,Abyei and su,28.4133,10.2972,
7646,Qadd al habub,,SIM,Southern Kordofan,Abu Jubaiyah,31.1167,11.5333,
7647,Qandil,,SIM,Southern Kordofan,Abu Jubaiyah,31.6667,11.5667,
7648,Qardad el kheima,,SIM,Southern Kordofan,Rashad,30.6833,11.9833,
7649,Qardud,,SIM,Southern Kordofan,Abu Jubaiyah,31.25,11.4833,
7650,Qardud,,SIM,Southern Kordofan,Delling,30.575,11.9083,
7651,Qawz al kulum,,SIM,Southern Kordofan,Abu Jubaiyah,31.25,11.5,
7652,Qawz gangar,,SIM,Southern Kordofan,Rashad,31.6167,12.15,
7653,Qubba,,SIM,Southern Kordofan,Abyei and su,27.5833,10.5833,
7654,Qulud,,SIM,Southern Kordofan,Abyei and su,28.5469,9.6801,
7655,Qunburayah,,SIM,Southern Kordofan,Rashad,31.25,12.0833,
7656,Qurayd,,SIM,Southern Kordofan,Abu Jubaiyah,31.7645,10.8063,
7657,Qurdud,,SIM,Southern Kordofan,Keilak,29.93,10.29,
7658,Radaym,,SIM,Southern Kordofan,Lagawa,29.0531,12.1741,
7659,Radif,,SIM,Southern Kordofan,Talodi,30.3524,10.6117,
7660,Rafu,,SIM,Southern Kordofan,Lagawa,29.3074,11.5413,
7661,Ragafi,,SIM,Southern Kordofan,Kadugli,30.2308,10.998,
7662,Ragife,Regafi,SIM,Southern Kordofan,Abyei and su,28.7333,10.4833,
7663,Rahad al ghannayah,,SIM,Southern Kordofan,El Salam,28.2833,11.8167,
7664,Rahad an nabaq,,SIM,Southern Kordofan,El Salam,28.8167,12.4,
7665,Rahad an nabaq,,SIM,Southern Kordofan,Abu Jubaiyah,31.75,10.7667,
7666,Rahmanya,,SIM,Southern Kordofan,Talodi,31.1656,10.9797,
7667,Raigork,,SIM,Southern Kordofan,Abyei and su,28.2,9.7,
7668,Rakaba,,SIM,Southern Kordofan,Rashad,31.4333,11.8,
7669,Raml,,SIM,Southern Kordofan,Rashad,31.4,11.9333,
7670,Ramthiel,,SIM,Southern Kordofan,Abyei and su,28.4586,10.3668,
7671,Raqaba dawas,,SIM,Southern Kordofan,Abyei and su,28.2,10.0167,
7672,Raqaba kokai,,SIM,Southern Kordofan,Abyei and su,28.7833,10.05,
7673,Raqabat ad duhaylat,,SIM,Southern Kordofan,Abyei and su,28.6333,10.4167,
7674,Raqabat al kayk,,SIM,Southern Kordofan,Abyei and su,29.1667,9.7667,
7675,Raqabat ash shaib,,SIM,Southern Kordofan,Abyei and su,28.8333,9.85,
7676,Raqabat rumaylah,,SIM,Southern Kordofan,Abyei and su,28.6833,10.3667,
7677,Raqabat umm beiro,,SIM,Southern Kordofan,Abyei and su,27.8,9.8667,
7678,Ras al fil,,SIM,Southern Kordofan,Rashad,30.6583,11.8833,
7679,Ra's al fil,,SIM,Southern Kordofan,Abyei and su,28.1333,10.8,
7680,Ra's al jamus,,SIM,Southern Kordofan,Abyei and su,28.65,10.1667,
7681,Ras El Feel,,SIM,Southern Kordofan,Lagawa,29.1783,11.5556,
7682,Rasbarra,,SIM,Southern Kordofan,Talodi,30.5667,10.8,
7683,Rashad,,SIM,Southern Kordofan,Rashad,31.0636,11.8564,
7684,Rask Bara,,SIM,Southern Kordofan,Talodi,30.8723,10.823,
7685,Rasrasa,,SIM,Southern Kordofan,Abu Jubaiyah,31.5333,11.675,
7686,Raukas,,SIM,Southern Kordofan,Kadugli,29.5853,11.368,
7687,Regal,,SIM,Southern Kordofan,Abyei and su,27.95,10.3833,
7688,Remela,,SIM,Southern Kordofan,Kadugli,29.9641,11.2049,
7689,Rgil El Zaraf,,SIM,Southern Kordofan,Talodi,30.4167,10.6259,
7690,Rial nok,,SIM,Southern Kordofan,Abyei and su,28.15,9.6667,
7691,Riet,,SIM,Southern Kordofan,Abyei and su,28.4156,9.5861,
7692,Rigl el fula,,SIM,Southern Kordofan,El Salam,28.4,11.8,
7693,Rigl ez zarqa,,SIM,Southern Kordofan,Talodi,31.05,10.05,
7694,Rijl al jannah,,SIM,Southern Kordofan,Rashad,30.75,11.65,
7695,Riz ash shuqayl,,SIM,Southern Kordofan,Abyei and su,27.4,11.2833,
7696,Roba,,SIM,Southern Kordofan,Abyei and su,28.6333,10.3,
7697,Rokkou,,SIM,Southern Kordofan,Abyei and su,28.5305,9.5342,
7698,Roseris,,SIM,Southern Kordofan,Kadugli,29.8567,11.0568,
7699,Rubjaba,,SIM,Southern Kordofan,Abyei and su,28.5457,9.6038,
7700,Rum Koor,,SIM,Southern Kordofan,Abyei and su,28.5387,9.5713,
7701,Wunbioc,Rumamer,SIM,Southern Kordofan,Abyei and su,28.5517,9.5233,
7702,Rumaylah,,SIM,Southern Kordofan,Talodi,31.2667,10.7667,
7703,Rumbeek,Rumamer,SIM,Southern Kordofan,Abyei and su,28.6091,9.442,
7704,Rumla ngork,,SIM,Southern Kordofan,Abyei and su,28.76,9.39,
7705,Rut rut,,SIM,Southern Kordofan,Talodi,30.4333,10.6667,
7706,Saada,,SIM,Southern Kordofan,Lagawa,29.2688,11.5779,
7707,Sabori,,SIM,Southern Kordofan,Kadugli,29.8237,11.0821,
7708,Safa,,SIM,Southern Kordofan,Abu Jubaiyah,31.7627,10.5848,
7709,Safaia,,SIM,Southern Kordofan,El Salam,28.0833,11.4,
7710,Safira,,SIM,Southern Kordofan,Abu Jubaiyah,31.5667,10.9667,
7711,Safura,,SIM,Southern Kordofan,Rashad,31.4707,12.0199,
7712,Sahab,,SIM,Southern Kordofan,Abu Jubaiyah,31.8667,10.5167,
7713,Sahai,,SIM,Southern Kordofan,Keilak,29.2667,10.8667,
7714,Saheib,,SIM,Southern Kordofan,Abyei and su,28.3167,9.75,
7715,Saidana,,SIM,Southern Kordofan,Abyei and su,28.55,9.7833,
7716,Sairahai,,SIM,Southern Kordofan,Abyei and su,28.0333,10.5,
7717,Salara,,SIM,Southern Kordofan,Delling,29.5013,11.9535,
7718,Sama,,SIM,Southern Kordofan,Kadugli,29.7453,10.9406,
7719,Samasim,El Samasim,SIM,Southern Kordofan,Delling,29.7502,11.8157,
7720,Sania,,SIM,Southern Kordofan,Talodi,31.05,10.85,
7721,Saraf,,SIM,Southern Kordofan,Talodi,30.6761,10.3537,
7722,Saraf ad dai,Seraf Ardei,SIM,Southern Kordofan,Kadugli,29.7167,11.1,
7723,Saraf al qantur,,SIM,Southern Kordofan,Delling,30.2833,11.5667,
7724,Saraf el-akhdar,TIEMEIN JEBEL,SIM,Southern Kordofan,Delling,29.4916,11.747,
7725,Saraf kimli,,SIM,Southern Kordofan,Delling,30.4167,11.5167,
7726,Sarafayat al ganga,,SIM,Southern Kordofan,Talodi,31.1333,10.2,
7727,Sarafayat al ghababish,,SIM,Southern Kordofan,Talodi,31.05,10.0833,
7728,Sarafayat el beida,,SIM,Southern Kordofan,Talodi,31.1167,10.15,
7729,Sarelli,,SIM,Southern Kordofan,Kadugli,29.55,10.9667,
7730,Sarif Nila,Serefinila,SIM,Southern Kordofan,Kadugli,30.4333,11.3667,
7731,Saro,,SIM,Southern Kordofan,Keilak,29.0333,10.9333,
7732,Saudi,,SIM,Southern Kordofan,Kadugli,29.827,11.1047,
7733,Sayar,,SIM,Southern Kordofan,Abyei and su,28.3,9.8333,
7734,Sayero,,SIM,Southern Kordofan,Keilak,29.0236,10.9963,
7735,Sayeru,,SIM,Southern Kordofan,Keilak,28.9987,10.951,
7736,Seisaban,,SIM,Southern Kordofan,Abu Jubaiyah,31.0333,11.5667,
7737,Semma,Samma Garib,SIM,Southern Kordofan,Kadugli,29.7167,10.9333,
7738,Serariya,,SIM,Southern Kordofan,Delling,30.2,12.4833,
7739,Serif Taba,,SIM,Southern Kordofan,Kadugli,29.4983,10.9511,
7740,Sesaban,,SIM,Southern Kordofan,Delling,29.9667,12.4,
7741,Shagawah,,SIM,Southern Kordofan,Keilak,28.8167,10.2167,
7742,Shagg,,SIM,Southern Kordofan,Talodi,30.7667,10.3167,
7743,Shaggrabeh,,SIM,Southern Kordofan,Talodi,30.7588,10.8261,
7744,Shaier,,SIM,Southern Kordofan,Kadugli,29.6833,11.1333,
7745,Shair Daba,,SIM,Southern Kordofan,Kadugli,29.716,11.1386,
7746,Shair Tomat,,SIM,Southern Kordofan,Kadugli,29.7218,11.1465,
7747,Shalobai,,SIM,Southern Kordofan,Keilak,28.9667,10.9,
7748,Shaqq al ghazali,,SIM,Southern Kordofan,Abu Jubaiyah,30.75,11.5,
7749,Shaqq al hajar,,SIM,Southern Kordofan,Abu Jubaiyah,31.4333,10.6667,
7750,Shaqq al kitr,,SIM,Southern Kordofan,El Salam,28.2667,11.8333,
7751,Shaqq dawas,,SIM,Southern Kordofan,Lagawa,29.05,12.2,
7752,Sharaka,,SIM,Southern Kordofan,Keilak,29.8179,10.4184,
7753,Sharakali,,SIM,Southern Kordofan,Kadugli,29.7525,10.8508,
7754,Sharshindel,Sharshandail,SIM,Southern Kordofan,Delling,29.8479,11.4655,
7755,Shatt,,SIM,Southern Kordofan,Abyei and su,27.55,10.95,
7756,Shatt Damam,Shatt Admam,SIM,Southern Kordofan,Kadugli,29.7527,10.8249,
7757,Shatt Monawara,Umm Zarig,SIM,Southern Kordofan,Kadugli,29.7412,10.6863,
7758,Shatt Safaia,Shat Essofia,SIM,Southern Kordofan,Kadugli,29.7479,10.6875,
7759,Shattein,,SIM,Southern Kordofan,Abyei and su,27.8167,10.7167,
7760,Shenanab,,SIM,Southern Kordofan,Abu Jubaiyah,31.6167,11.3,
7761,Shengil,Shungil,SIM,Southern Kordofan,Lagawa,29.1932,11.2125,
7762,Shibiv,,SIM,Southern Kordofan,Lagawa,29.3172,12.1382,
7763,Shifr,,SIM,Southern Kordofan,Lagawa,29.3172,12.144,
7764,Shigei,,SIM,Southern Kordofan,Abyei and su,28.443,9.6292,
7765,Shingari,,SIM,Southern Kordofan,Delling,29.55,11.9667,
7766,Shitara,,SIM,Southern Kordofan,Rashad,31.5833,11.85,
7767,Shiyab,,SIM,Southern Kordofan,Lagawa,28.9333,11.5167,
7768,Shutaybah,,SIM,Southern Kordofan,Rashad,31.4167,11.95,
7769,Shuwayy,Shawaya,SIM,Southern Kordofan,Kadugli,30.3167,11.1833,
7770,Sidr,,SIM,Southern Kordofan,El Salam,27.9667,11.5167,
7771,Siguli,,SIM,Southern Kordofan,Kadugli,29.5852,10.9532,
7772,Simua,,SIM,Southern Kordofan,El Salam,28.05,11.5,
7773,Singeir,,SIM,Southern Kordofan,Rashad,31.4667,11.9833,
7774,Sirajiya,Saragia,SIM,Southern Kordofan,Abu Jubaiyah,31.65,11.2833,
7775,Sultan,,SIM,Southern Kordofan,Lagawa,29.1333,11.6167,
7776,Summery,,SIM,Southern Kordofan,Keilak,28.9987,11.0033,
7777,Sungikai,,SIM,Southern Kordofan,Delling,29.7667,12.3333,
7778,Sunoot,,SIM,Southern Kordofan,Lagawa,28.9842,12.2422,
7779,Surafaia,,SIM,Southern Kordofan,Delling,29.6,11.5833,
7780,Suri,,SIM,Southern Kordofan,Rashad,31.25,11.7167,
7781,Taba,,SIM,Southern Kordofan,Kadugli,29.5083,11.125,
7782,Tabag,,SIM,Southern Kordofan,Lagawa,29.3344,11.624,
7783,Taballa,,SIM,Southern Kordofan,Kadugli,30.0742,10.6807,
7784,Tabania,Taybania,SIM,Southern Kordofan,Kadugli,30.0167,10.5667,
7785,Tabari,,SIM,Southern Kordofan,Kadugli,29.5223,10.9937,
7786,Taboli,Tabuli,SIM,Southern Kordofan,Kadugli,30.2,10.6167,
7787,Tadagamo,,SIM,Southern Kordofan,Kadugli,30.0336,10.5345,
